source,time,yaw,pitch,roll,altitude,lat,lng,relative_alt,pointing_a,pointing_b,pointing_c
AHRS2,,0.6374229788780212,-0.20568867027759552,0.01071885135024786,0.0,0.0,0.0,,,,
AHRS3,,0.6509264707565308,-0.19969838857650757,0.024813804775476456,57.0,48.5466996,35.1016641,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-98.0
GPS_RAW_INT,412.332,0.0,,,,48.546698299999996,35.1016644,,,,
GPS2_RAW,412.332,0.0,,,,48.546698299999996,35.1016644,,,,
GLOBAL_POSITION_INT,412.531,,,,,48.5467,35.101664899999996,0.077,,,
ATTITUDE,412.63100000000003,0.589942216873169,-0.18082627654075623,0.045234564691782,,,,,,,
AHRS2,,0.5823315978050232,-0.18541796505451202,0.029628343880176544,0.0,0.0,0.0,,,,
AHRS3,,0.589942216873169,-0.18082627654075623,0.045234564691782,57.0,48.546700099999995,35.101665,,,,
MOUNT_STATUS,,,,,,,,,44.0,-1.0,-111.0
GPS_RAW_INT,412.731,0.0,,,,48.5466985,35.1016652,,,,
GPS2_RAW,412.731,0.0,,,,48.5466985,35.1016652,,,,
GLOBAL_POSITION_INT,412.731,,,,,48.5467002,35.1016651,0.112,,,
ATTITUDE,412.911,0.6025916934013367,-0.1504341959953308,0.060050468891859055,,,,,,,
AHRS2,,0.5980199575424194,-0.15277031064033508,0.04609545320272446,0.0,0.0,0.0,,,,
AHRS3,,0.6025916934013367,-0.1504341959953308,0.060050468891859055,57.0,48.5467002,35.1016651,,,,
MOUNT_STATUS,,,,,,,,,45.0,0.0,-113.0
GPS_RAW_INT,412.931,0.0,,,,48.546698299999996,35.101665499999996,,,,
GPS2_RAW,412.931,0.0,,,,48.546698299999996,35.101665499999996,,,,
GLOBAL_POSITION_INT,412.931,,,,,48.546700099999995,35.101665,0.151,,,
ATTITUDE,413.19100000000003,0.6218124032020569,-0.16971474885940552,0.07057435810565948,,,,,,,
AHRS2,,0.6217851638793945,-0.17292757332324982,0.057316526770591736,0.0,0.0,0.0,,,,
AHRS3,,0.6218124032020569,-0.16971474885940552,0.07057435810565948,57.0,48.546700099999995,35.101664899999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-112.0
GPS_RAW_INT,413.131,0.0,,,,48.5466981,35.1016654,,,,
GPS2_RAW,413.132,0.0,,,,48.5466981,35.1016654,,,,
GLOBAL_POSITION_INT,413.331,,,,,48.5467002,35.1016648,0.194,,,
ATTITUDE,413.49,0.6408077478408813,-0.1616179645061493,0.06916637718677521,,,,,,,
AHRS2,,0.6464820504188538,-0.16512690484523773,0.056397031992673874,0.0,0.0,0.0,,,,
AHRS3,,0.6426042318344116,-0.16091561317443848,0.06863714754581451,58.0,48.546700099999995,35.1016646,,,,
GPS_RAW_INT,413.33099999999996,0.0,,,,48.546698199999994,35.101665499999996,,,,
GPS2_RAW,413.33099999999996,0.0,,,,48.546698199999994,35.101665499999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-110.0
GLOBAL_POSITION_INT,413.531,,,,,48.546700099999995,35.1016645,0.231,,,
GPS_RAW_INT,413.731,0.0,,,,48.5466986,35.1016656,,,,
GPS2_RAW,413.73199999999997,0.0,,,,48.5466986,35.1016656,,,,
ATTITUDE,413.81,0.6517437100410461,-0.11973226815462112,0.0901513397693634,,,,,,,
AHRS2,,0.6588590741157532,-0.12267470359802246,0.07876929640769958,0.0,0.0,0.0,,,,
AHRS3,,0.6517437100410461,-0.11973226815462112,0.0901513397693634,58.0,48.546700099999995,35.101664299999996,,,,
GLOBAL_POSITION_INT,413.731,,,,,48.546700099999995,35.1016642,0.255,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-110.0
GPS_RAW_INT,413.931,0.0,,,,48.5466984,35.1016652,,,,
GPS2_RAW,413.93199999999996,0.0,,,,48.5466984,35.1016652,,,,
ATTITUDE,414.071,0.6623870134353638,-0.09037647396326065,0.12793751060962677,,,,,,,
AHRS2,,0.6725725531578064,-0.09148899465799332,0.11658766865730286,0.0,0.0,0.0,,,,
AHRS3,,0.6623870134353638,-0.09037647396326065,0.12793751060962677,58.0,48.546700099999995,35.1016639,,,,
GLOBAL_POSITION_INT,414.13100000000003,,,,,48.546700099999995,35.1016638,0.261,,,
MOUNT_STATUS,,,,,,,,,44.0,-1.0,-110.0
GPS_RAW_INT,414.131,0.0,,,,48.546698199999994,35.101665499999996,,,,
GPS2_RAW,414.132,0.0,,,,48.546698199999994,35.101665499999996,,,,
ATTITUDE,414.35200000000003,0.687857985496521,-0.09806694835424423,0.15184944868087769,,,,,,,
AHRS2,,0.7011762857437134,-0.09994450956583023,0.14386095106601715,0.0,0.0,0.0,,,,
AHRS3,,0.687857985496521,-0.09806694835424423,0.15184944868087769,58.0,48.5467,35.1016638,,,,
GLOBAL_POSITION_INT,414.331,,,,,48.5466999,35.1016638,0.256,,,
GPS_RAW_INT,414.33099999999996,0.0,,,,48.5466981,35.1016659,,,,
GPS2_RAW,414.332,0.0,,,,48.5466981,35.1016659,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-109.0
ATTITUDE,414.651,0.7182024121284485,-0.09549795836210251,0.13741298019886017,,,,,,,
AHRS2,,0.733972430229187,-0.09740302711725235,0.12816432118415833,0.0,0.0,0.0,,,,
AHRS3,,0.7182024121284485,-0.09549795836210251,0.13741298019886017,58.0,48.5466999,35.1016639,,,,
GLOBAL_POSITION_INT,414.532,,,,,48.5466999,35.1016639,0.26,,,
GPS_RAW_INT,414.73199999999997,0.0,,,,48.546698199999994,35.1016663,,,,
GPS2_RAW,414.73199999999997,0.0,,,,48.546698199999994,35.1016663,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-107.0
ATTITUDE,414.911,0.7512847781181335,-0.09769568592309952,0.116095632314682,,,,,,,
AHRS2,,0.7684231400489807,-0.0981593206524849,0.10685180127620697,0.0,0.0,0.0,,,,
AHRS3,,0.7512847781181335,-0.09769568592309952,0.116095632314682,58.0,48.5466999,35.101664,,,,
GLOBAL_POSITION_INT,414.931,,,,,48.5466999,35.101664,0.272,,,
GPS_RAW_INT,414.931,0.0,,,,48.5466984,35.1016664,,,,
GPS2_RAW,414.931,0.0,,,,48.5466984,35.1016664,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-106.0
ATTITUDE,415.19,0.7915911078453064,-0.09638106822967529,0.14287573099136353,,,,,,,
AHRS2,,0.8115109801292419,-0.09626778960227966,0.13350455462932587,0.0,0.0,0.0,,,,
AHRS3,,0.7915911078453064,-0.09638106822967529,0.14287573099136353,58.0,48.5466999,35.1016641,,,,
GLOBAL_POSITION_INT,415.13100000000003,,,,,48.5466999,35.1016641,0.28500000000000003,,,
GPS_RAW_INT,415.131,0.0,,,,48.5466986,35.1016666,,,,
GPS2_RAW,415.132,0.0,,,,48.5466986,35.1016666,,,,
MOUNT_STATUS,,,,,,,,,44.0,-1.0,-104.0
GLOBAL_POSITION_INT,415.331,,,,,48.5466999,35.1016642,0.297,,,
ATTITUDE,415.471,0.8235917687416077,-0.09021109342575073,0.1651599258184433,,,,,,,
AHRS2,,0.8455867171287537,-0.0893232524394989,0.1581009477376938,0.0,0.0,0.0,,,,
AHRS3,,0.8235917687416077,-0.09021109342575073,0.1651599258184433,58.0,48.5467,35.1016642,,,,
GPS_RAW_INT,415.33099999999996,0.0,,,,48.5466987,35.1016666,,,,
GPS2_RAW,415.332,0.0,,,,48.5466987,35.1016666,,,,
GLOBAL_POSITION_INT,415.532,,,,,48.5466999,35.1016644,0.303,,,
MOUNT_STATUS,,,,,,,,,44.0,-1.0,-102.0
GPS_RAW_INT,415.731,0.0,,,,48.546698199999994,35.1016666,,,,
GPS2_RAW,415.73199999999997,0.0,,,,48.546698199999994,35.1016666,,,,
ATTITUDE,415.771,0.8458684682846069,-0.09254778921604156,0.18872375786304474,,,,,,,
AHRS2,,0.8703621029853821,-0.09183640033006668,0.18233512341976166,0.0,0.0,0.0,,,,
AHRS3,,0.8458684682846069,-0.09254778921604156,0.18872375786304474,58.0,48.5466999,35.1016644,,,,
GPS_RAW_INT,415.931,0.0,,,,48.546698,35.1016665,,,,
GPS2_RAW,415.93199999999996,0.0,,,,48.546698,35.1016665,,,,
GLOBAL_POSITION_INT,415.931,,,,,48.5466998,35.1016647,0.311,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-101.0
ATTITUDE,416.052,0.8715628385543823,-0.08352646976709366,0.20419913530349731,,,,,,,
AHRS2,,0.8973613381385803,-0.08269151300191879,0.19796772301197052,0.0,0.0,0.0,,,,
AHRS3,,0.8715628385543823,-0.08352646976709366,0.20419913530349731,58.0,48.5466998,35.1016647,,,,
GPS_RAW_INT,416.131,0.0,,,,48.546697599999995,35.1016666,,,,
GPS2_RAW,416.132,0.0,,,,48.546697599999995,35.1016666,,,,
GLOBAL_POSITION_INT,416.13100000000003,,,,,48.5466996,35.101665,0.304,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-100.0
ATTITUDE,416.31100000000004,0.8981913924217224,-0.08387531340122223,0.21792827546596527,,,,,,,
AHRS2,,0.9253077507019043,-0.08208838850259781,0.21228069067001343,0.0,0.0,0.0,,,,
AHRS3,,0.8981913924217224,-0.08387531340122223,0.21792827546596527,58.0,48.546699499999995,35.101665,,,,
GPS_RAW_INT,416.33099999999996,0.0,,,,48.5466972,35.101666699999996,,,,
GPS2_RAW,416.332,0.0,,,,48.5466972,35.101666699999996,,,,
GLOBAL_POSITION_INT,416.531,,,,,48.5466992,35.1016653,0.301,,,
ATTITUDE,416.591,0.9282351136207581,-0.08073554188013077,0.2151130586862564,,,,,,,
AHRS2,,0.956294596195221,-0.07908740639686584,0.20876544713974,0.0,0.0,0.0,,,,
AHRS3,,0.9282351136207581,-0.08073554188013077,0.2151130586862564,58.0,48.5466991,35.1016653,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-99.0
GPS_RAW_INT,416.731,0.0,,,,48.546696499999996,35.101666699999996,,,,
GPS2_RAW,416.73199999999997,0.0,,,,48.546696499999996,35.101666699999996,,,,
GLOBAL_POSITION_INT,416.731,,,,,48.546698899999996,35.101665499999996,0.298,,,
ATTITUDE,416.891,0.9453004598617554,-0.08571065217256546,0.21607474982738495,,,,,,,
AHRS2,,0.974568247795105,-0.08324117213487625,0.20851221680641174,0.0,0.0,0.0,,,,
AHRS3,,0.9453004598617554,-0.08571065217256546,0.21607474982738495,58.0,48.546698799999994,35.101665499999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-96.0
GPS_RAW_INT,416.931,0.0,,,,48.546696399999995,35.1016669,,,,
GPS2_RAW,416.93199999999996,0.0,,,,48.546696399999995,35.1016669,,,,
GLOBAL_POSITION_INT,416.931,,,,,48.5466987,35.1016656,0.29,,,
ATTITUDE,417.171,0.9425068497657776,-0.08734814077615738,0.2212999314069748,,,,,,,
AHRS2,,0.972935676574707,-0.08530177921056747,0.2143656611442566,0.0,0.0,0.0,,,,
AHRS3,,0.9425068497657776,-0.08734814077615738,0.2212999314069748,58.0,48.5466986,35.1016656,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-96.0
GPS_RAW_INT,417.131,0.0,,,,48.5466963,35.101667,,,,
GPS2_RAW,417.132,0.0,,,,48.5466963,35.101667,,,,
GLOBAL_POSITION_INT,417.13100000000003,,,,,48.5466985,35.1016656,0.271,,,
GPS_RAW_INT,417.332,0.0,,,,48.546696399999995,35.101667,,,,
GPS2_RAW,417.332,0.0,,,,48.546696399999995,35.101667,,,,
ATTITUDE,417.49,0.915328860282898,-0.07635693997144699,0.22130344808101654,,,,,,,
AHRS2,,0.9470827579498291,-0.07389943301677704,0.21361015737056732,0.0,0.0,0.0,,,,
AHRS3,,0.915328860282898,-0.07635693997144699,0.22130344808101654,58.0,48.5466985,35.101665499999996,,,,
MOUNT_STATUS,,,,,,,,,45.0,0.0,-98.0
GLOBAL_POSITION_INT,417.511,,,,,48.5466984,35.101665499999996,0.25,,,
GPS_RAW_INT,417.51099999999997,0.0,,,,48.5466963,35.101667,,,,
GPS2_RAW,417.512,0.0,,,,48.5466963,35.101667,,,,
ATTITUDE,417.732,0.8908247947692871,-0.08869198709726334,0.19210486114025116,,,,,,,
AHRS2,,0.9231290817260742,-0.08762506395578384,0.18885807693004608,0.0,0.0,0.0,,,,
AHRS3,,0.8908247947692871,-0.08869198709726334,0.19210486114025116,58.0,48.5466984,35.1016656,,,,
GLOBAL_POSITION_INT,417.731,,,,,48.5466984,35.1016656,0.222,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-99.0
GPS_RAW_INT,417.93199999999996,0.0,,,,48.546696499999996,35.101667299999995,,,,
GPS2_RAW,417.93199999999996,0.0,,,,48.546696499999996,35.101667299999995,,,,
ATTITUDE,418.031,0.8598853349685669,-0.0993502140045166,0.16414983570575714,,,,,,,
AHRS2,,0.8942509293556213,-0.09792156517505646,0.1599663943052292,0.0,0.0,0.0,,,,
AHRS3,,0.8598853349685669,-0.0993502140045166,0.16414983570575714,58.0,48.5466984,35.1016656,,,,
GLOBAL_POSITION_INT,417.932,,,,,48.5466984,35.1016656,0.198,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-102.0
GPS_RAW_INT,418.132,0.0,,,,48.546696399999995,35.1016674,,,,
GPS2_RAW,418.132,0.0,,,,48.546696399999995,35.1016674,,,,
ATTITUDE,418.371,0.8321021199226379,-0.10220633447170258,0.15932103991508484,,,,,,,
AHRS2,,0.8689571022987366,-0.0990523025393486,0.15558697283267975,0.0,0.0,0.0,,,,
AHRS3,,0.8321021199226379,-0.10220633447170258,0.15932103991508484,57.0,48.546698199999994,35.1016656,,,,
GLOBAL_POSITION_INT,418.332,,,,,48.546698199999994,35.1016657,0.17400000000000002,,,
MOUNT_STATUS,,,,,,,,,44.0,-1.0,-105.0
GPS_RAW_INT,418.332,0.0,,,,48.546696399999995,35.1016674,,,,
GPS2_RAW,418.332,0.0,,,,48.546696399999995,35.1016674,,,,
GLOBAL_POSITION_INT,418.531,,,,,48.546698,35.1016659,0.152,,,
ATTITUDE,418.67,0.7856442332267761,-0.13892951607704163,0.18795138597488403,,,,,,,
AHRS2,,0.8257619142532349,-0.1391778439283371,0.18499846756458282,0.0,0.0,0.0,,,,
AHRS3,,0.7856442332267761,-0.13892951607704163,0.18795138597488403,57.0,48.546698,35.1016659,,,,
GPS_RAW_INT,418.73199999999997,0.0,,,,48.5466963,35.101668,,,,
GPS2_RAW,418.73199999999997,0.0,,,,48.5466963,35.101668,,,,
MOUNT_STATUS,,,,,,,,,44.0,-1.0,-105.0
GLOBAL_POSITION_INT,418.732,,,,,48.5466979,35.1016662,0.145,,,
ATTITUDE,418.95300000000003,0.7157898545265198,-0.12365508824586868,0.14544294774532318,,,,,,,
AHRS2,,0.7578577399253845,-0.12547051906585693,0.14313213527202606,0.0,0.0,0.0,,,,
AHRS3,,0.7157898545265198,-0.12365508824586868,0.14544294774532318,57.0,48.5466979,35.1016663,,,,
GPS_RAW_INT,418.931,0.0,,,,48.5466962,35.1016682,,,,
GPS2_RAW,418.93199999999996,0.0,,,,48.5466962,35.1016682,,,,
MOUNT_STATUS,,,,,,,,,45.0,0.0,-111.0
GLOBAL_POSITION_INT,419.151,,,,,48.546698,35.1016665,0.15,,,
ATTITUDE,419.19100000000003,0.6137985587120056,-0.07714198529720306,0.12038110196590424,,,,,,,
AHRS2,,0.6580564975738525,-0.07811836153268814,0.1169605702161789,0.0,0.0,0.0,,,,
AHRS3,,0.6137985587120056,-0.07714198529720306,0.12038110196590424,57.0,48.546698,35.1016665,,,,
GPS_RAW_INT,419.15099999999995,0.0,,,,48.5466963,35.1016683,,,,
GPS2_RAW,419.15099999999995,0.0,,,,48.5466963,35.1016683,,,,
MOUNT_STATUS,,,,,,,,,45.0,0.0,-115.0
ATTITUDE,419.471,0.4400016963481903,-0.043421562761068344,0.12364277243614197,,,,,,,
AHRS2,,0.4866545796394348,-0.0466439425945282,0.11878594011068344,0.0,0.0,0.0,,,,
AHRS3,,0.4400016963481903,-0.043421562761068344,0.12364277243614197,57.0,48.5466984,35.101666699999996,,,,
GLOBAL_POSITION_INT,419.531,,,,,48.546698799999994,35.1016668,0.121,,,
ATTITUDE,419.69100000000003,0.30263659358024597,-0.037046849727630615,0.14837656915187836,,,,,,,
AHRS2,,0.353659451007843,-0.04239892214536667,0.14445379376411438,0.0,0.0,0.0,,,,
AHRS3,,0.30263659358024597,-0.037046849727630615,0.14837656915187836,57.0,48.546698799999994,35.1016668,,,,
GPS_RAW_INT,419.531,0.0,,,,48.5466972,35.1016682,,,,
GPS2_RAW,419.532,0.0,,,,48.5466972,35.1016682,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-128.0
ATTITUDE,419.991,0.2450137585401535,-0.042311057448387146,0.2051478773355484,,,,,,,
AHRS2,,0.30116021633148193,-0.04757038876414299,0.2027217596769333,0.0,0.0,0.0,,,,
AHRS3,,0.2450137585401535,-0.042311057448387146,0.2051478773355484,57.0,48.5466991,35.1016669,,,,
GLOBAL_POSITION_INT,420.13100000000003,,,,,48.5466991,35.101667,0.096,,,
GPS_RAW_INT,420.131,0.0,,,,48.5466981,35.1016683,,,,
GPS2_RAW,420.132,0.0,,,,48.5466981,35.1016683,,,,
ATTITUDE,420.231,0.2794136703014374,-0.06238652020692825,0.1901540756225586,,,,,,,
AHRS2,,0.33714523911476135,-0.06768646836280823,0.1876962035894394,0.0,0.0,0.0,,,,
AHRS3,,0.2794136703014374,-0.06238652020692825,0.1901540756225586,57.0,48.546699,35.1016671,,,,
MOUNT_STATUS,,,,,,,,,44.0,-1.0,-140.0
ATTITUDE,420.51,0.34142234921455383,-0.05691026896238327,0.16349589824676514,,,,,,,
AHRS2,,0.4042273461818695,-0.05909156799316406,0.15906953811645508,0.0,0.0,0.0,,,,
AHRS3,,0.3464723527431488,-0.055187053978443146,0.16193343698978424,57.0,48.546698799999994,35.101667299999995,,,,
GLOBAL_POSITION_INT,420.531,,,,,48.5466986,35.1016672,0.101,,,
GPS_RAW_INT,420.731,0.0,,,,48.546698,35.1016682,,,,
GPS2_RAW,420.73199999999997,0.0,,,,48.546698,35.1016682,,,,
ATTITUDE,420.771,0.39894920587539673,-0.04970255494117737,0.14185385406017303,,,,,,,
AHRS2,,0.45692047476768494,-0.05260390788316727,0.13941630721092224,0.0,0.0,0.0,,,,
AHRS3,,0.39894920587539673,-0.04970255494117737,0.14185385406017303,57.0,48.5466985,35.1016672,,,,
ATTITUDE,421.011,0.437852680683136,-0.058942534029483795,0.12243247032165527,,,,,,,
AHRS2,,0.5007071495056152,-0.0621110275387764,0.1209699958562851,0.0,0.0,0.0,,,,
AHRS3,,0.4420846700668335,-0.05992622673511505,0.12269924581050873,57.0,48.546698199999994,35.1016671,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-130.0
GPS_RAW_INT,421.131,0.0,,,,48.546697699999996,35.101667899999995,,,,
GPS2_RAW,421.132,0.0,,,,48.546697699999996,35.101667899999995,,,,
GLOBAL_POSITION_INT,421.13100000000003,,,,,48.546698,35.1016669,0.096,,,
ATTITUDE,421.333,0.54615318775177,-0.0712868943810463,0.12096226215362549,,,,,,,
AHRS2,,0.6058995127677917,-0.07260401546955109,0.12048229575157166,0.0,0.0,0.0,,,,
AHRS3,,0.54615318775177,-0.0712868943810463,0.12096226215362549,57.0,48.5466979,35.1016669,,,,
ATTITUDE,421.57,0.6221585273742676,-0.062311023473739624,0.09383265674114227,,,,,,,
AHRS2,,0.6821227669715881,-0.06279285252094269,0.09341570734977722,0.0,0.0,0.0,,,,
AHRS3,,0.6221585273742676,-0.062311023473739624,0.09383265674114227,57.0,48.546697699999996,35.101666699999996,,,,
MOUNT_STATUS,,,,,,,,,45.0,0.0,-120.0
GPS_RAW_INT,421.731,0.0,,,,48.5466972,35.101667,,,,
GPS2_RAW,421.73199999999997,0.0,,,,48.5466972,35.101667,,,,
GLOBAL_POSITION_INT,421.731,,,,,48.546697599999995,35.1016664,0.099,,,
ATTITUDE,421.831,0.6559182405471802,-0.052801065146923065,0.07631883025169373,,,,,,,
AHRS2,,0.7164580225944519,-0.05197124183177948,0.07673890888690948,0.0,0.0,0.0,,,,
AHRS3,,0.6559182405471802,-0.052801065146923065,0.07631883025169373,57.0,48.546697599999995,35.1016664,,,,
ATTITUDE,422.071,0.6734386682510376,-0.0030026640743017197,0.07785965502262115,,,,,,,
AHRS2,,0.7354505062103271,-0.0017692623659968376,0.07749202847480774,0.0,0.0,0.0,,,,
AHRS3,,0.6734386682510376,-0.0030026640743017197,0.07785965502262115,57.0,48.546697599999995,35.1016664,,,,
MOUNT_STATUS,,,,,,,,,45.0,-1.0,-118.0
GPS_RAW_INT,422.131,0.0,,,,48.5466973,35.1016666,,,,
GPS2_RAW,422.132,0.0,,,,48.5466973,35.1016666,,,,
GLOBAL_POSITION_INT,422.331,,,,,48.546697599999995,35.1016664,0.105,,,
ATTITUDE,422.354,0.6774705052375793,-0.0010925140231847763,0.09570805728435516,,,,,,,
AHRS2,,0.7401160001754761,0.0014626276679337025,0.09721565246582031,0.0,0.0,0.0,,,,
AHRS3,,0.6774705052375793,-0.0010925140231847763,0.09570805728435516,57.0,48.546697599999995,35.1016663,,,,
ATTITUDE,422.59000000000003,0.6445740461349487,-0.025556836277246475,0.12106083333492279,,,,,,,
AHRS2,,0.7096076011657715,-0.0231812484562397,0.12190505117177963,0.0,0.0,0.0,,,,
AHRS3,,0.6445740461349487,-0.025556836277246475,0.12106083333492279,57.0,48.546697599999995,35.1016664,,,,
MOUNT_STATUS,,,,,,,,,45.0,-1.0,-119.0
GPS_RAW_INT,422.731,0.0,,,,48.5466973,35.1016664,,,,
GPS2_RAW,422.73199999999997,0.0,,,,48.5466973,35.1016664,,,,
GLOBAL_POSITION_INT,422.731,,,,,48.5466978,35.1016664,0.115,,,
ATTITUDE,422.871,0.5950944423675537,-0.050848059356212616,0.06859073042869568,,,,,,,
AHRS2,,0.656491219997406,-0.05040443316102028,0.06732406467199326,0.0,0.0,0.0,,,,
AHRS3,,0.5910626649856567,-0.05246838927268982,0.06671449542045593,57.0,48.5466978,35.1016664,,,,
ATTITUDE,423.152,0.5425362586975098,-0.040031690150499344,0.07974278926849365,,,,,,,
AHRS2,,0.6103792190551758,-0.038873471319675446,0.08074183017015457,0.0,0.0,0.0,,,,
AHRS3,,0.5425362586975098,-0.040031690150499344,0.07974278926849365,57.0,48.5466979,35.1016663,,,,
GPS_RAW_INT,423.131,0.0,,,,48.5466975,35.101666099999996,,,,
GPS2_RAW,423.132,0.0,,,,48.5466975,35.101666099999996,,,,
MOUNT_STATUS,,,,,,,,,45.0,-1.0,-126.0
GLOBAL_POSITION_INT,423.331,,,,,48.5466979,35.101666099999996,0.128,,,
ATTITUDE,423.411,0.5217773914337158,-0.023822452872991562,0.09434492886066437,,,,,,,
AHRS2,,0.5918465256690979,-0.020779790356755257,0.09829292446374893,0.0,0.0,0.0,,,,
AHRS3,,0.5217773914337158,-0.023822452872991562,0.09434492886066437,57.0,48.5466979,35.101666099999996,,,,
ATTITUDE,423.671,0.5196065306663513,-0.01168808899819851,0.10973748564720154,,,,,,,
AHRS2,,0.5916075706481934,-0.009413116611540318,0.11393064260482788,0.0,0.0,0.0,,,,
AHRS3,,0.5196065306663513,-0.01168808899819851,0.10973748564720154,57.0,48.546697699999996,35.101666,,,,
GPS_RAW_INT,423.731,0.0,,,,48.5466974,35.1016659,,,,
GPS2_RAW,423.73199999999997,0.0,,,,48.5466974,35.1016659,,,,
GLOBAL_POSITION_INT,423.731,,,,,48.546697699999996,35.101666,0.139,,,
ATTITUDE,423.911,0.5304410457611084,-0.01706002652645111,0.10853101313114166,,,,,,,
AHRS2,,0.6033585071563721,-0.015854312106966972,0.11317194998264313,0.0,0.0,0.0,,,,
AHRS3,,0.5304410457611084,-0.01706002652645111,0.10853101313114166,57.0,48.546697699999996,35.101666099999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-128.0
ATTITUDE,424.153,0.5420140624046326,-0.016187991946935654,0.12526418268680573,,,,,,,
AHRS2,,0.6165546178817749,-0.01340506412088871,0.12810151278972626,0.0,0.0,0.0,,,,
AHRS3,,0.5420140624046326,-0.016187991946935654,0.12526418268680573,57.0,48.546697599999995,35.101666099999996,,,,
GPS_RAW_INT,424.131,0.0,,,,48.5466973,35.1016658,,,,
GPS2_RAW,424.131,0.0,,,,48.5466973,35.1016658,,,,
GLOBAL_POSITION_INT,424.351,,,,,48.546697599999995,35.101666099999996,0.159,,,
ATTITUDE,424.411,0.5514383912086487,-0.019397396594285965,0.13025912642478943,,,,,,,
AHRS2,,0.6273061037063599,-0.0178547166287899,0.13463781774044037,0.0,0.0,0.0,,,,
AHRS3,,0.5514383912086487,-0.019397396594285965,0.13025912642478943,57.0,48.546697599999995,35.101666099999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-127.0
ATTITUDE,424.69,0.5554489493370056,-0.02037137746810913,0.12353692948818207,,,,,,,
AHRS2,,0.6323140859603882,-0.017955569550395012,0.1284705549478531,0.0,0.0,0.0,,,,
AHRS3,,0.5554489493370056,-0.02037137746810913,0.12353692948818207,57.0,48.546697699999996,35.101666099999996,,,,
GPS_RAW_INT,424.731,0.0,,,,48.5466972,35.1016659,,,,
GPS2_RAW,424.73199999999997,0.0,,,,48.5466972,35.1016659,,,,
GLOBAL_POSITION_INT,424.731,,,,,48.546697699999996,35.101666099999996,0.183,,,
ATTITUDE,424.99,0.5563592314720154,-0.028092898428440094,0.12949809432029724,,,,,,,
AHRS2,,0.6347358822822571,-0.02432119846343994,0.13385464251041412,0.0,0.0,0.0,,,,
AHRS3,,0.5563592314720154,-0.028092898428440094,0.12949809432029724,57.0,48.5466978,35.101666099999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-127.0
ATTITUDE,425.235,0.5614385604858398,-0.03422145918011665,0.12235964834690094,,,,,,,
AHRS2,,0.6406891942024231,-0.030130935832858086,0.12607170641422272,0.0,0.0,0.0,,,,
AHRS3,,0.5614385604858398,-0.03422145918011665,0.12235964834690094,57.0,48.5466978,35.1016659,,,,
GPS_RAW_INT,425.15099999999995,0.0,,,,48.546697099999996,35.1016656,,,,
GPS2_RAW,425.15099999999995,0.0,,,,48.546697099999996,35.1016656,,,,
GLOBAL_POSITION_INT,425.331,,,,,48.5466978,35.1016658,0.196,,,
ATTITUDE,425.511,0.5700710415840149,-0.03548910841345787,0.12683703005313873,,,,,,,
AHRS2,,0.6502341032028198,-0.03230379521846771,0.13082905113697052,0.0,0.0,0.0,,,,
AHRS3,,0.5700710415840149,-0.03548910841345787,0.12683703005313873,57.0,48.5466978,35.1016658,,,,
GPS_RAW_INT,425.531,0.0,,,,48.546697099999996,35.1016652,,,,
GPS2_RAW,425.532,0.0,,,,48.546697099999996,35.1016652,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-127.0
GLOBAL_POSITION_INT,425.531,,,,,48.5466978,35.1016656,0.201,,,
GPS_RAW_INT,425.73199999999997,0.0,,,,48.546697099999996,35.101665,,,,
GPS2_RAW,425.73199999999997,0.0,,,,48.546697099999996,35.101665,,,,
ATTITUDE,425.87,0.574927806854248,-0.03689581900835037,0.17391884326934814,,,,,,,
AHRS2,,0.6574787497520447,-0.0333046056330204,0.17750339210033417,0.0,0.0,0.0,,,,
AHRS3,,0.574927806854248,-0.03689581900835037,0.17391884326934814,57.0,48.546697699999996,35.101665499999996,,,,
GLOBAL_POSITION_INT,425.931,,,,,48.546697699999996,35.101665499999996,0.195,,,
GPS_RAW_INT,425.931,0.0,,,,48.546696999999995,35.101664899999996,,,,
