source,time,yaw,pitch,roll,altitude,lat,lng,relative_alt,pointing_a,pointing_b,pointing_c
AHRS2,,2.5881547927856445,-0.04572311043739319,0.21596452593803406,0.0,0.0,0.0,,,,
AHRS3,,2.6065940856933594,-0.04992573708295822,0.20856152474880219,56.0,48.546872699999994,35.101518999999996,,,,
GLOBAL_POSITION_INT,196.891,,,,,48.546872699999994,35.101518899999995,-1.1260000000000001,,,
ATTITUDE,197.132,2.606595993041992,-0.04996497184038162,0.20831608772277832,,,,,,,
AHRS2,,2.5884311199188232,-0.04625962674617767,0.21549898386001587,0.0,0.0,0.0,,,,
AHRS3,,2.606595993041992,-0.04996497184038162,0.20831608772277832,56.0,48.546872699999994,35.101518899999995,,,,
GPS_RAW_INT,197.10999999999999,0.0,,,,48.546873399999996,35.101517799999996,,,,
GPS2_RAW,197.10999999999999,0.0,,,,48.546873399999996,35.101517799999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-166.0
ATTITUDE,197.391,2.606663227081299,-0.04992585629224777,0.20813864469528198,,,,,,,
AHRS2,,2.5886707305908203,-0.04584440961480141,0.21562670171260834,0.0,0.0,0.0,,,,
AHRS3,,2.606663227081299,-0.04992585629224777,0.20813864469528198,56.0,48.546872699999994,35.1015188,,,,
GLOBAL_POSITION_INT,197.491,,,,,48.546872699999994,35.1015187,-1.1380000000000001,,,
GPS_RAW_INT,197.691,0.0,,,,48.5468737,35.1015176,,,,
GPS2_RAW,197.691,0.0,,,,48.5468737,35.1015176,,,,
ATTITUDE,197.71200000000002,2.6066129207611084,-0.0499064102768898,0.20803691446781158,,,,,,,
AHRS2,,2.5888450145721436,-0.04531949386000633,0.2150755673646927,0.0,0.0,0.0,,,,
AHRS3,,2.6066129207611084,-0.0499064102768898,0.20803691446781158,56.0,48.546872699999994,35.1015187,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-167.0
ATTITUDE,197.971,2.6066484451293945,-0.04973219335079193,0.20788928866386414,,,,,,,
AHRS2,,2.5889596939086914,-0.044221241027116776,0.21494737267494202,0.0,0.0,0.0,,,,
AHRS3,,2.6066484451293945,-0.04973219335079193,0.20788928866386414,56.0,48.546872799999996,35.1015186,,,,
GLOBAL_POSITION_INT,198.091,,,,,48.5468729,35.1015185,-1.122,,,
GPS_RAW_INT,198.09099999999998,0.0,,,,48.5468738,35.101517099999995,,,,
GPS2_RAW,198.09199999999998,0.0,,,,48.5468738,35.101517099999995,,,,
ATTITUDE,198.29,2.606602668762207,-0.04969240725040436,0.20791974663734436,,,,,,,
AHRS2,,2.588759422302246,-0.047275517135858536,0.21634894609451294,0.0,0.0,0.0,,,,
AHRS3,,2.606602668762207,-0.04969240725040436,0.20791974663734436,56.0,48.5468729,35.101518399999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-167.0
ATTITUDE,198.512,2.6065499782562256,-0.049738407135009766,0.20786204934120178,,,,,,,
AHRS2,,2.5891621112823486,-0.044541385024785995,0.21427389979362488,0.0,0.0,0.0,,,,
AHRS3,,2.6065499782562256,-0.049738407135009766,0.20786204934120178,56.0,48.546873,35.101518299999995,,,,
GLOBAL_POSITION_INT,198.491,,,,,48.546873,35.101518299999995,-1.112,,,
GPS_RAW_INT,198.691,0.0,,,,48.546873999999995,35.1015169,,,,
GPS2_RAW,198.69199999999998,0.0,,,,48.546873999999995,35.1015169,,,,
ATTITUDE,198.77100000000002,2.6065266132354736,-0.049609653651714325,0.20766325294971466,,,,,,,
AHRS2,,2.589078903198242,-0.045363400131464005,0.21474894881248474,0.0,0.0,0.0,,,,
AHRS3,,2.6065266132354736,-0.049609653651714325,0.20766325294971466,56.0,48.5468731,35.1015182,,,,
ATTITUDE,199.031,2.6065738201141357,-0.04970252513885498,0.20760482549667358,,,,,,,
AHRS2,,2.5890464782714844,-0.04715294390916824,0.21554826200008392,0.0,0.0,0.0,,,,
AHRS3,,2.6065738201141357,-0.04970252513885498,0.20760482549667358,56.0,48.5468731,35.1015181,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-168.0
GLOBAL_POSITION_INT,199.091,,,,,48.5468731,35.1015181,-1.124,,,
GPS_RAW_INT,199.09099999999998,0.0,,,,48.5468738,35.1015169,,,,
GPS2_RAW,199.09199999999998,0.0,,,,48.5468738,35.1015169,,,,
ATTITUDE,199.292,2.6065571308135986,-0.05009244382381439,0.2076111137866974,,,,,,,
AHRS2,,2.5894527435302734,-0.04861290752887726,0.21422810852527618,0.0,0.0,0.0,,,,
AHRS3,,2.6065571308135986,-0.05009244382381439,0.2076111137866974,56.0,48.546873,35.1015182,,,,
ATTITUDE,199.55100000000002,2.606539249420166,-0.05039273947477341,0.2074812352657318,,,,,,,
AHRS2,,2.5896756649017334,-0.04548616707324982,0.2151726335287094,0.0,0.0,0.0,,,,
AHRS3,,2.606539249420166,-0.05039273947477341,0.2074812352657318,56.0,48.5468729,35.1015182,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-168.0
GLOBAL_POSITION_INT,199.511,,,,,48.5468729,35.1015182,-1.1280000000000001,,,
GPS_RAW_INT,199.70999999999998,0.0,,,,48.5468738,35.1015168,,,,
GPS2_RAW,199.70999999999998,0.0,,,,48.5468738,35.1015168,,,,
ATTITUDE,199.83100000000002,2.606536388397217,-0.05036243796348572,0.2073686122894287,,,,,,,
AHRS2,,2.5898678302764893,-0.04403644800186157,0.21491923928260803,0.0,0.0,0.0,,,,
AHRS3,,2.606536388397217,-0.05036243796348572,0.2073686122894287,56.0,48.546873,35.1015182,,,,
ATTITUDE,200.092,2.6065127849578857,-0.050056278705596924,0.2073887437582016,,,,,,,
AHRS2,,2.5897607803344727,-0.04434140771627426,0.21557120978832245,0.0,0.0,0.0,,,,
AHRS3,,2.6065127849578857,-0.050056278705596924,0.2073887437582016,56.0,48.546873,35.1015181,,,,
GLOBAL_POSITION_INT,200.091,,,,,48.5468731,35.101518,-1.139,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-168.0
GPS_RAW_INT,200.09099999999998,0.0,,,,48.546873899999994,35.101516499999995,,,,
GPS2_RAW,200.09199999999998,0.0,,,,48.546873899999994,35.101516499999995,,,,
ATTITUDE,200.352,2.6065421104431152,-0.04986812174320221,0.20741845667362213,,,,,,,
AHRS2,,2.5896759033203125,-0.04464585334062576,0.2153872400522232,0.0,0.0,0.0,,,,
AHRS3,,2.6065421104431152,-0.04986812174320221,0.20741845667362213,56.0,48.5468731,35.1015179,,,,
GPS_RAW_INT,200.291,0.0,,,,48.546873899999994,35.1015164,,,,
GPS2_RAW,200.292,0.0,,,,48.546873899999994,35.1015164,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-169.0
ATTITUDE,200.611,2.6065101623535156,-0.04986439645290375,0.20744428038597107,,,,,,,
AHRS2,,2.5898942947387695,-0.04515838995575905,0.2145528793334961,0.0,0.0,0.0,,,,
AHRS3,,2.6065101623535156,-0.04986439645290375,0.20744428038597107,56.0,48.5468732,35.101517799999996,,,,
GLOBAL_POSITION_INT,200.691,,,,,48.5468732,35.101517799999996,-1.1500000000000001,,,
GPS_RAW_INT,200.691,0.0,,,,48.5468738,35.1015164,,,,
GPS2_RAW,200.69199999999998,0.0,,,,48.5468738,35.1015164,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-169.0
ATTITUDE,200.91,2.606515407562256,-0.05001533031463623,0.20761989057064056,,,,,,,
AHRS2,,2.590208053588867,-0.04564535617828369,0.21512557566165924,0.0,0.0,0.0,,,,
AHRS3,,2.606515407562256,-0.05001533031463623,0.20761989057064056,56.0,48.5468731,35.101517699999995,,,,
GPS_RAW_INT,200.911,0.0,,,,48.5468737,35.1015164,,,,
GPS2_RAW,200.892,0.0,,,,48.5468737,35.1015164,,,,
GLOBAL_POSITION_INT,200.911,,,,,48.5468731,35.101517699999995,-1.1460000000000001,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-169.0
ATTITUDE,201.171,2.606499671936035,-0.050109751522541046,0.20753872394561768,,,,,,,
AHRS2,,2.5904293060302734,-0.04518499597907066,0.21486066281795502,0.0,0.0,0.0,,,,
AHRS3,,2.606503486633301,-0.05011153221130371,0.2075337916612625,56.0,48.5468731,35.101517699999995,,,,
GPS_RAW_INT,201.10999999999999,0.0,,,,48.5468737,35.1015164,,,,
GPS2_RAW,201.111,0.0,,,,48.5468737,35.1015164,,,,
GLOBAL_POSITION_INT,201.11,,,,,48.5468731,35.101517699999995,-1.141,,,
ATTITUDE,201.43200000000002,2.6065115928649902,-0.05013721436262131,0.20730750262737274,,,,,,,
AHRS2,,2.5903306007385254,-0.04416526108980179,0.21468782424926758,0.0,0.0,0.0,,,,
AHRS3,,2.6065115928649902,-0.05013721436262131,0.20730750262737274,56.0,48.5468731,35.1015176,,,,
GPS_RAW_INT,201.291,0.0,,,,48.5468738,35.1015163,,,,
GPS2_RAW,201.292,0.0,,,,48.5468738,35.1015163,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-170.0
GLOBAL_POSITION_INT,201.491,,,,,48.5468731,35.1015176,-1.1300000000000001,,,
GPS_RAW_INT,201.691,0.0,,,,48.546873899999994,35.1015161,,,,
GPS2_RAW,201.69199999999998,0.0,,,,48.546873899999994,35.1015161,,,,
ATTITUDE,201.751,2.6065101623535156,-0.049943260848522186,0.20748858153820038,,,,,,,
AHRS2,,2.590430736541748,-0.043845586478710175,0.2148609459400177,0.0,0.0,0.0,,,,
AHRS3,,2.6065101623535156,-0.049943260848522186,0.20748858153820038,56.0,48.5468732,35.1015174,,,,
GLOBAL_POSITION_INT,201.691,,,,,48.5468732,35.1015174,-1.121,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-170.0
GPS_RAW_INT,201.911,0.0,,,,48.5468738,35.101516,,,,
GPS2_RAW,201.892,0.0,,,,48.5468738,35.101516,,,,
GLOBAL_POSITION_INT,201.911,,,,,48.5468732,35.1015173,-1.119,,,
ATTITUDE,202.05100000000002,2.606501579284668,-0.04983695596456528,0.20752595365047455,,,,,,,
AHRS2,,2.5905051231384277,-0.04436534643173218,0.21507613360881805,0.0,0.0,0.0,,,,
AHRS3,,2.606501579284668,-0.04983695596456528,0.20752595365047455,56.0,48.5468732,35.1015173,,,,
MOUNT_STATUS,,,,,,,,,45.0,0.0,-170.0
GPS_RAW_INT,202.111,0.0,,,,48.5468738,35.101515899999995,,,,
GPS2_RAW,202.111,0.0,,,,48.5468738,35.101515899999995,,,,
GLOBAL_POSITION_INT,202.291,,,,,48.5468732,35.101517199999996,-1.12,,,
ATTITUDE,202.351,2.6065025329589844,-0.04983395338058472,0.20755834877490997,,,,,,,
AHRS2,,2.5905351638793945,-0.043400704860687256,0.2153882086277008,0.0,0.0,0.0,,,,
AHRS3,,2.6065025329589844,-0.04983395338058472,0.20755834877490997,56.0,48.5468732,35.101517099999995,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-170.0
GPS_RAW_INT,202.511,0.0,,,,48.546873899999994,35.1015157,,,,
GPS2_RAW,202.511,0.0,,,,48.546873899999994,35.1015157,,,,
GLOBAL_POSITION_INT,202.511,,,,,48.5468732,35.101517,-1.1280000000000001,,,
ATTITUDE,202.61100000000002,2.606534004211426,-0.04980113357305527,0.20763474702835083,,,,,,,
AHRS2,,2.590549945831299,-0.04437704384326935,0.2158888876438141,0.0,0.0,0.0,,,,
AHRS3,,2.606534004211426,-0.04980113357305527,0.20763474702835083,56.0,48.5468732,35.101517,,,,
GPS_RAW_INT,202.691,0.0,,,,48.546873899999994,35.1015157,,,,
GPS2_RAW,202.69199999999998,0.0,,,,48.546873899999994,35.1015157,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-171.0
GLOBAL_POSITION_INT,202.691,,,,,48.5468732,35.1015169,-1.1380000000000001,,,
ATTITUDE,202.892,2.606552839279175,-0.04975467175245285,0.20761004090309143,,,,,,,
AHRS2,,2.590442419052124,-0.04410671070218086,0.21511949598789215,0.0,0.0,0.0,,,,
AHRS3,,2.606552839279175,-0.04975467175245285,0.20761004090309143,56.0,48.5468732,35.1015169,,,,
GPS_RAW_INT,202.891,0.0,,,,48.546873899999994,35.1015158,,,,
GPS2_RAW,202.892,0.0,,,,48.546873899999994,35.1015158,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-171.0
GLOBAL_POSITION_INT,203.091,,,,,48.5468732,35.1015169,-1.143,,,
ATTITUDE,203.151,2.6065049171447754,-0.049857497215270996,0.20757809281349182,,,,,,,
AHRS2,,2.590317487716675,-0.04467296972870827,0.21571488678455353,0.0,0.0,0.0,,,,
AHRS3,,2.6065049171447754,-0.049857497215270996,0.20757809281349182,56.0,48.5468732,35.1015169,,,,
GPS_RAW_INT,203.09099999999998,0.0,,,,48.546873899999994,35.1015158,,,,
GPS2_RAW,203.09199999999998,0.0,,,,48.546873899999994,35.1015158,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-171.0
GLOBAL_POSITION_INT,203.291,,,,,48.5468732,35.1015169,-1.145,,,
GPS_RAW_INT,203.291,0.0,,,,48.546873999999995,35.1015158,,,,
GPS2_RAW,203.291,0.0,,,,48.546873999999995,35.1015158,,,,
ATTITUDE,203.471,2.6065282821655273,-0.05000537633895874,0.2075727880001068,,,,,,,
AHRS2,,2.5904438495635986,-0.044337548315525055,0.2156093418598175,0.0,0.0,0.0,,,,
AHRS3,,2.6065282821655273,-0.05000537633895874,0.2075727880001068,56.0,48.5468732,35.1015169,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-171.0
GLOBAL_POSITION_INT,203.491,,,,,48.5468731,35.1015169,-1.145,,,
GPS_RAW_INT,203.691,0.0,,,,48.546873899999994,35.1015158,,,,
GPS2_RAW,203.69199999999998,0.0,,,,48.546873899999994,35.1015158,,,,
ATTITUDE,203.731,2.606506586074829,-0.05020550638437271,0.2076416313648224,,,,,,,
AHRS2,,2.590371608734131,-0.045126549899578094,0.21621915698051453,0.0,0.0,0.0,,,,
AHRS3,,2.606506586074829,-0.05020550638437271,0.2076416313648224,56.0,48.5468731,35.1015169,,,,
GLOBAL_POSITION_INT,203.891,,,,,48.546873,35.1015168,-1.143,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-172.0
GPS_RAW_INT,203.891,0.0,,,,48.546873899999994,35.1015157,,,,
GPS2_RAW,203.892,0.0,,,,48.546873899999994,35.1015157,,,,
ATTITUDE,204.011,2.6064443588256836,-0.05031261593103409,0.20773613452911377,,,,,,,
AHRS2,,2.5902035236358643,-0.04415976628661156,0.215580552816391,0.0,0.0,0.0,,,,
AHRS3,,2.6064443588256836,-0.05031261593103409,0.20773613452911377,56.0,48.546873,35.1015168,,,,
GLOBAL_POSITION_INT,204.091,,,,,48.546873,35.1015167,-1.131,,,
GPS_RAW_INT,204.09099999999998,0.0,,,,48.546873999999995,35.1015155,,,,
GPS2_RAW,204.09199999999998,0.0,,,,48.546873999999995,35.1015155,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-172.0
ATTITUDE,204.27100000000002,2.6063544750213623,-0.050229042768478394,0.20784035325050354,,,,,,,
AHRS2,,2.5901894569396973,-0.043844565749168396,0.21673813462257385,0.0,0.0,0.0,,,,
AHRS3,,2.6063544750213623,-0.050229042768478394,0.20784035325050354,56.0,48.546873,35.1015167,,,,
GLOBAL_POSITION_INT,204.291,,,,,48.546873,35.1015166,-1.121,,,
GPS_RAW_INT,204.291,0.0,,,,48.546873899999994,35.1015154,,,,
GPS2_RAW,204.292,0.0,,,,48.546873899999994,35.1015154,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-172.0
ATTITUDE,204.55100000000002,2.6063551902770996,-0.05015363544225693,0.2079441398382187,,,,,,,
AHRS2,,2.590327739715576,-0.04458476975560188,0.21529579162597656,0.0,0.0,0.0,,,,
AHRS3,,2.6063551902770996,-0.05015363544225693,0.2079441398382187,56.0,48.546873,35.1015166,,,,
GLOBAL_POSITION_INT,204.691,,,,,48.546873,35.101516499999995,-1.117,,,
GPS_RAW_INT,204.691,0.0,,,,48.5468741,35.1015152,,,,
GPS2_RAW,204.69199999999998,0.0,,,,48.5468741,35.1015152,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-173.0
ATTITUDE,204.83,2.6064019203186035,-0.050025612115859985,0.20786795020103455,,,,,,,
AHRS2,,2.5904247760772705,-0.043886568397283554,0.21486496925354004,0.0,0.0,0.0,,,,
AHRS3,,2.6064019203186035,-0.050025612115859985,0.20786795020103455,56.0,48.5468731,35.1015164,,,,
GLOBAL_POSITION_INT,204.91,,,,,48.5468731,35.1015164,-1.114,,,
GPS_RAW_INT,204.91,0.0,,,,48.5468742,35.101515,,,,
GPS2_RAW,204.911,0.0,,,,48.5468742,35.101515,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-173.0
ATTITUDE,205.113,2.60636568069458,-0.04982971400022507,0.2078317105770111,,,,,,,
AHRS2,,2.5904645919799805,-0.04347517713904381,0.21505983173847198,0.0,0.0,0.0,,,,
AHRS3,,2.60636568069458,-0.04982971400022507,0.2078317105770111,56.0,48.5468732,35.1015163,,,,
GPS_RAW_INT,205.09099999999998,0.0,,,,48.5468742,35.1015149,,,,
GPS2_RAW,205.09199999999998,0.0,,,,48.5468742,35.1015149,,,,
GLOBAL_POSITION_INT,205.091,,,,,48.5468732,35.1015162,-1.106,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-173.0
ATTITUDE,205.431,2.6063408851623535,-0.04968135803937912,0.2076561003923416,,,,,,,
AHRS2,,2.5904271602630615,-0.04406869038939476,0.21513642370700836,0.0,0.0,0.0,,,,
AHRS3,,2.6063408851623535,-0.04968135803937912,0.2076561003923416,56.0,48.546873299999994,35.1015161,,,,
GPS_RAW_INT,205.291,0.0,,,,48.5468743,35.1015149,,,,
GPS2_RAW,205.292,0.0,,,,48.5468743,35.1015149,,,,
GLOBAL_POSITION_INT,205.291,,,,,48.546873299999994,35.1015161,-1.107,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-173.0
ATTITUDE,205.671,2.6063525676727295,-0.04967333376407623,0.20767821371555328,,,,,,,
AHRS2,,2.5906267166137695,-0.04454664885997772,0.21515320241451263,0.0,0.0,0.0,,,,
AHRS3,,2.6063525676727295,-0.04967333376407623,0.20767821371555328,56.0,48.546873399999996,35.101516,,,,
GPS_RAW_INT,205.691,0.0,,,,48.5468744,35.1015146,,,,
GPS2_RAW,205.69199999999998,0.0,,,,48.5468744,35.1015146,,,,
GLOBAL_POSITION_INT,205.691,,,,,48.546873399999996,35.101515899999995,-1.106,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-174.0
GPS_RAW_INT,205.891,0.0,,,,48.5468744,35.1015145,,,,
GPS2_RAW,205.892,0.0,,,,48.5468744,35.1015145,,,,
ATTITUDE,205.971,2.606372833251953,-0.049753814935684204,0.20783613622188568,,,,,,,
AHRS2,,2.590707540512085,-0.04439888894557953,0.21515849232673645,0.0,0.0,0.0,,,,
AHRS3,,2.606372833251953,-0.049753814935684204,0.20783613622188568,56.0,48.546873399999996,35.1015158,,,,
GLOBAL_POSITION_INT,205.891,,,,,48.546873399999996,35.1015158,-1.106,,,
GPS_RAW_INT,206.09099999999998,0.0,,,,48.5468744,35.1015144,,,,
GPS2_RAW,206.09199999999998,0.0,,,,48.5468744,35.1015144,,,,
ATTITUDE,206.252,2.606412887573242,-0.049766555428504944,0.2077978253364563,,,,,,,
AHRS2,,2.590726137161255,-0.04403503239154816,0.2146814465522766,0.0,0.0,0.0,,,,
AHRS3,,2.606412887573242,-0.049766555428504944,0.2077978253364563,56.0,48.5468735,35.1015157,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-174.0
GLOBAL_POSITION_INT,206.291,,,,,48.5468735,35.1015157,-1.103,,,
GPS_RAW_INT,206.291,0.0,,,,48.5468745,35.1015143,,,,
GPS2_RAW,206.292,0.0,,,,48.5468745,35.1015143,,,,
ATTITUDE,206.512,2.6063458919525146,-0.049712784588336945,0.20783676207065582,,,,,,,
AHRS2,,2.590664863586426,-0.042547497898340225,0.21576546132564545,0.0,0.0,0.0,,,,
AHRS3,,2.6063458919525146,-0.049712784588336945,0.20783676207065582,56.0,48.5468736,35.1015155,,,,
GLOBAL_POSITION_INT,206.491,,,,,48.5468736,35.1015155,-1.106,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-174.0
GPS_RAW_INT,206.691,0.0,,,,48.546874599999995,35.1015139,,,,
GPS2_RAW,206.69199999999998,0.0,,,,48.546874599999995,35.1015139,,,,
ATTITUDE,206.791,2.6063218116760254,-0.049601323902606964,0.20796047151088715,,,,,,,
AHRS2,,2.5907158851623535,-0.04372626915574074,0.21571891009807587,0.0,0.0,0.0,,,,
AHRS3,,2.6063218116760254,-0.049601323902606964,0.20796047151088715,56.0,48.5468736,35.101515299999996,,,,
GLOBAL_POSITION_INT,206.691,,,,,48.5468736,35.101515299999996,-1.107,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-174.0
GPS_RAW_INT,206.891,0.0,,,,48.546874599999995,35.1015137,,,,
GPS2_RAW,206.892,0.0,,,,48.546874599999995,35.1015137,,,,
GLOBAL_POSITION_INT,207.091,,,,,48.5468737,35.101515,-1.105,,,
ATTITUDE,207.112,2.606278419494629,-0.04958866536617279,0.2080918401479721,,,,,,,
AHRS2,,2.590803623199463,-0.04311976581811905,0.21546250581741333,0.0,0.0,0.0,,,,
AHRS3,,2.606278419494629,-0.04958866536617279,0.2080918401479721,56.0,48.5468737,35.101515,,,,
GPS_RAW_INT,207.09099999999998,0.0,,,,48.5468747,35.1015136,,,,
GPS2_RAW,207.09199999999998,0.0,,,,48.5468747,35.1015136,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-175.0
GLOBAL_POSITION_INT,207.291,,,,,48.5468738,35.1015148,-1.11,,,
ATTITUDE,207.41,2.606302499771118,-0.04961739480495453,0.20808954536914825,,,,,,,
AHRS2,,2.5907859802246094,-0.043101876974105835,0.215108722448349,0.0,0.0,0.0,,,,
AHRS3,,2.606302499771118,-0.04961739480495453,0.20808954536914825,56.0,48.5468738,35.1015148,,,,
GPS_RAW_INT,207.291,0.0,,,,48.5468747,35.1015136,,,,
GPS2_RAW,207.292,0.0,,,,48.5468747,35.1015136,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-175.0
GLOBAL_POSITION_INT,207.51,,,,,48.5468738,35.101514699999996,-1.114,,,
ATTITUDE,207.651,2.6063084602355957,-0.049722254276275635,0.20803065598011017,,,,,,,
AHRS2,,2.5906004905700684,-0.043184831738471985,0.2153092622756958,0.0,0.0,0.0,,,,
AHRS3,,2.6063084602355957,-0.049722254276275635,0.20803065598011017,56.0,48.5468738,35.101514699999996,,,,
GPS_RAW_INT,207.51,0.0,,,,48.5468748,35.101513499999996,,,,
GPS2_RAW,207.511,0.0,,,,48.5468748,35.101513499999996,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-175.0
GLOBAL_POSITION_INT,207.691,,,,,48.5468738,35.1015145,-1.12,,,
ATTITUDE,207.912,2.606255292892456,-0.04977136850357056,0.20805220305919647,,,,,,,
AHRS2,,2.5903127193450928,-0.04369001463055611,0.21620412170886993,0.0,0.0,0.0,,,,
AHRS3,,2.606255292892456,-0.04977136850357056,0.20805220305919647,56.0,48.5468738,35.1015145,,,,
GPS_RAW_INT,207.891,0.0,,,,48.5468747,35.1015133,,,,
GPS2_RAW,207.892,0.0,,,,48.5468747,35.1015133,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-175.0
GLOBAL_POSITION_INT,208.091,,,,,48.546873899999994,35.1015143,-1.1280000000000001,,,
GPS_RAW_INT,208.09099999999998,0.0,,,,48.5468747,35.1015132,,,,
GPS2_RAW,208.09199999999998,0.0,,,,48.5468747,35.1015132,,,,
ATTITUDE,208.191,2.6062800884246826,-0.04984816908836365,0.20764318108558655,,,,,,,
AHRS2,,2.5904152393341064,-0.04344091936945915,0.21501818299293518,0.0,0.0,0.0,,,,
AHRS3,,2.6062800884246826,-0.04984816908836365,0.20764318108558655,56.0,48.546873899999994,35.1015143,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-175.0
GLOBAL_POSITION_INT,208.311,,,,,48.546873899999994,35.101514099999996,-1.1360000000000001,,,
GPS_RAW_INT,208.31099999999998,0.0,,,,48.5468748,35.1015131,,,,
GPS2_RAW,208.31099999999998,0.0,,,,48.5468748,35.1015131,,,,
ATTITUDE,208.451,2.6062722206115723,-0.049924954771995544,0.2077978253364563,,,,,,,
AHRS2,,2.5901665687561035,-0.04334244504570961,0.215126171708107,0.0,0.0,0.0,,,,
AHRS3,,2.6062722206115723,-0.049924954771995544,0.2077978253364563,56.0,48.546873899999994,35.101514099999996,,,,
GPS_RAW_INT,208.49099999999999,0.0,,,,48.5468749,35.101513,,,,
GPS2_RAW,208.492,0.0,,,,48.5468749,35.101513,,,,
GLOBAL_POSITION_INT,208.491,,,,,48.546873899999994,35.101514,-1.141,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-176.0
ATTITUDE,208.751,2.6062557697296143,-0.04979071021080017,0.20788311958312988,,,,,,,
AHRS2,,2.5901875495910645,-0.042542774230241776,0.2144356518983841,0.0,0.0,0.0,,,,
AHRS3,,2.606248617172241,-0.049782685935497284,0.20787115395069122,56.0,48.546873999999995,35.1015139,,,,
GPS_RAW_INT,208.911,0.0,,,,48.5468751,35.101513,,,,
GPS2_RAW,208.911,0.0,,,,48.5468751,35.101513,,,,
GLOBAL_POSITION_INT,208.911,,,,,48.5468741,35.1015139,-1.1420000000000001,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-176.0
ATTITUDE,209.05100000000002,2.606194257736206,-0.049698494374752045,0.2077506184577942,,,,,,,
AHRS2,,2.590363025665283,-0.042892228811979294,0.2145916074514389,0.0,0.0,0.0,,,,
AHRS3,,2.606194257736206,-0.049698494374752045,0.2077506184577942,56.0,48.5468741,35.1015139,,,,
GPS_RAW_INT,209.111,0.0,,,,48.5468751,35.101513,,,,
GPS2_RAW,209.112,0.0,,,,48.5468751,35.101513,,,,
GLOBAL_POSITION_INT,209.11100000000002,,,,,48.5468742,35.1015138,-1.143,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-176.0
ATTITUDE,209.311,2.606154441833496,-0.04976970702409744,0.20765963196754456,,,,,,,
AHRS2,,2.5904507637023926,-0.0437246598303318,0.2154553085565567,0.0,0.0,0.0,,,,
AHRS3,,2.606154441833496,-0.04976970702409744,0.20765963196754456,56.0,48.5468742,35.1015138,,,,
GPS_RAW_INT,209.31099999999998,0.0,,,,48.546875199999995,35.101513,,,,
GPS2_RAW,209.31099999999998,0.0,,,,48.546875199999995,35.101513,,,,
GLOBAL_POSITION_INT,209.311,,,,,48.5468743,35.1015138,-1.141,,,
ATTITUDE,209.57,2.606144905090332,-0.04983263462781906,0.20752544701099396,,,,,,,
AHRS2,,2.5907540321350098,-0.04312606528401375,0.2148849219083786,0.0,0.0,0.0,,,,
AHRS3,,2.606144905090332,-0.04983263462781906,0.20752544701099396,56.0,48.5468743,35.1015138,,,,
MOUNT_STATUS,,,,,,,,,44.0,0.0,-177.0
